Job Title,Company,Location,Work Type,Salary,Link
Engineering,CV PELANGI ( REX'S),"Denpasar Barat, Denpasar, Bali, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/engineering/9226413f-949d-4ac7-b22e-7a795e566052?utm_referrer=explore
Software Engineer Trainee Program,Vostra Internasional ,"Jatisampurna, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Rp2jt-Rp5jt,https://glints.com/id/opportunities/jobs/software-engineer-trainee-program/7b178923-0a52-4adf-a5ae-0a9667f3075e?utm_referrer=explore
Account Manager,Pt Wowrack Indonesia,"Genteng, Surabaya, Jawa Timur, Indonesia",Kurang dari setahun,"Rp3,5jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/account-manager/feb5c9fc-9776-42c0-a69f-85122e32c787?utm_referrer=explore
Consultant Tour & Travel,PT Roito Sinar Gemilang,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",Minimal Sarjana (S1),Rp3jt-Rp6jt,https://glints.com/id/opportunities/jobs/consultant-tour-and-travel/d50f7795-9fd7-44ed-8561-aff6332d46e4?utm_referrer=explore
Design Interior,PT. Karya Bintang Mandiri,"Gresik, Kab. Gresik, Jawa Timur, Indonesia",Bahasa pemrograman,"Rp3,5jt-Rp4,8jt",https://glints.com/id/opportunities/jobs/design-interior/98aec084-eee0-45ff-b9dc-6f88b8755685?utm_referrer=explore
Costumer Service,JAENS SPA,"Gianyar, Kab. Gianyar, Bali, Indonesia",+4,Rp5jt-Rp6jt,https://glints.com/id/opportunities/jobs/costumer-service/9730877e-c0af-469d-8ed8-63b9df666d02?utm_referrer=explore
HOST LIVE STREAMING SHOPEE,CutOff - Life Daily Wear,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,"Rp3,7jt-Rp3,7jt",https://glints.com/id/opportunities/jobs/host-live-streaming-shopee/8a866a62-6a11-4d4d-b9ba-aaa028f0a6ca?utm_referrer=explore
Mandarin Translator,PT Halmahera Persada Lygend (Harita Group),"Obi, Kab. Halmahera Selatan, Maluku Utara, Indonesia",Kurang dari setahun,"Rp5jt-Rp5,2jt",https://glints.com/id/opportunities/jobs/mandarin-translator/67bdc5c9-4f5d-47f1-b823-ae5b9cef4ee1?utm_referrer=explore
Graphic Designer,Kokkakuma,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Minimal Diploma (D1 - D4),"SGD3,2rb-SGD4rb",https://glints.com/id/opportunities/jobs/graphic-designer/7da20021-949b-4444-bf2c-e333586241eb?utm_referrer=explore
Ecommerce Specialist,PT. Selalu Sukses Prima,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Customer Relationship Management (CRM),"Rp2,4jt-Rp5jt",https://glints.com/id/opportunities/jobs/ecommerce-specialist/cf12f03b-74af-42c4-afe9-d234a22f435a?utm_referrer=explore
Marketing Wilayah Medan,PT Raja Cepat Nusantara,"Medan Amplas, Medan, Sumatera Utara, Indonesia",+2,"Rp3,6jt-Rp3,7jt",https://glints.com/id/opportunities/jobs/marketing-wilayah-medan/76f2381e-ae64-4678-8934-1a945d353c16?utm_referrer=explore
Visual Designer,Parastar Distrindo,"Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,"Rp3,3jt-Rp3,4jt",https://glints.com/id/opportunities/jobs/visual-designer/ffc74c4e-efe0-4f8a-9467-2fb6a5545c71?utm_referrer=explore
Social Media Specialist,Oom Pte Ltd,"Sawan, Kab. Buleleng, Bali, Indonesia",Kurang dari setahun,"Rp2,7jt-Rp10jt",https://glints.com/id/opportunities/jobs/social-media-specialist/172fecd5-26b8-4654-a1bd-f575ed39c8a7?utm_referrer=explore
Sales motoris,PT HALAWA BINTANG UTAMA ,"Dau, Kab. Malang, Jawa Timur, Indonesia",Minimal Diploma (D1 - D4),"Rp3,2jt-Rp4jt",https://glints.com/id/opportunities/jobs/sales-motoris/d32d73f6-4e01-4928-b6b1-341ed8a37448?utm_referrer=explore
Marketing Wilayah Aceh,PT Raja Cepat Nusantara,"Kuta Alam, Banda Aceh, Nanggroe Aceh Darussalam, Indonesia",Public Speaking Skills,"Rp4,8jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/marketing-wilayah-aceh/fbc10453-8c1a-4d3b-8c89-523d796adebe?utm_referrer=explore
Beauty Advisor (Pekanbaru),PT NRI Global Mandiri (Nature Republic Indonesia),"Pekanbaru Kota, Pekanbaru, Riau, Indonesia",+2,"Rp3,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/beauty-advisor-pekanbaru/fed88383-9aad-4264-b594-90f197cd8c36?utm_referrer=explore
Account Executive MYR (BEKASI),PT. PERMATA INDO SEJAHTERA,"Bekasi Barat, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Rp4jt-Rp6jt,https://glints.com/id/opportunities/jobs/account-executive-myr-bekasi/c6e67292-6f8b-42f1-ac06-f7bb0f33b5c8?utm_referrer=explore
Admin Tax,MIRALAND,"Kuta Selatan, Kab. Badung, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/admin-tax/5a927985-c35a-470e-a962-c6fca53c9ed7?utm_referrer=explore
Sales Restaurant,PT.Karya Terbaik Nusantara (JOWA Restaurant),"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Minimal Diploma (D1 - D4),N/A,https://glints.com/id/opportunities/jobs/sales-restaurant/124d4729-827b-439b-948a-31b06658f7ff?utm_referrer=explore
Officeless Operating System (OOS) Implementor,Jojonomic Pte Ltd,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",AutoCAD,N/A,https://glints.com/id/opportunities/jobs/officeless-operating-system-oos-implementor/9768b81b-76e4-4e5b-919d-f037586a3554?utm_referrer=explore
Mice Manager,Bali Pro Agency ,"Kuta, Kab. Badung, Bali, Indonesia",Sketchup + Vray,N/A,https://glints.com/id/opportunities/jobs/mice-manager/d56b4a42-0be2-4145-a21f-9dd6b2104e46?utm_referrer=explore
Talent Host Livestreamer,Ditusi Gaming,"Kelapa Dua, Kab. Tangerang, Banten, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/talent-host-livestreamer/54058d17-5ebc-4e9b-b3c0-27f5345b3c95?utm_referrer=explore
SPG So Nice,PT SOS Indonesia Tbk.,"Tenggilis Mejoyo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/spg-so-nice/e1c29552-e7c8-4d39-b9e1-903efe9b91ea?utm_referrer=explore
Business Development and Outreach Staff,ScaleUp,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/business-development-and-outreach-staff/0c422eee-a221-43cc-be1d-cc36e226c693?utm_referrer=explore
Konsultan Kesehatan,Yayasan Binaan Kanker Nusantara,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Minimal Diploma (D1 - D4),N/A,https://glints.com/id/opportunities/jobs/konsultan-kesehatan/9170dfeb-250e-474b-be43-b410482901ab?utm_referrer=explore
Content Writer,Multimatics ID,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Team Leadership,N/A,https://glints.com/id/opportunities/jobs/content-writer/f7d9106d-9ec9-4c2e-b359-4199b3bdd20d?utm_referrer=explore
Account Executive,PT DANKOM MITRA ABADI,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/account-executive/4d1252f7-9da2-43da-9a36-793d57b0a3a1?utm_referrer=explore
MT Finance Accounting,PT Rapi Trans Logistik Indonesia,"Krian, Kab. Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/mt-finance-accounting/0f9908e6-f3fa-4767-b4de-321d0303a7e5?utm_referrer=explore
Content Creator,PT Oriya Khazanah Sejahter,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/content-creator/325c82a6-2639-405f-b388-0b44e8266845?utm_referrer=explore
Asisten Direktur,PT Airia Semesta,"Suko Manunggal, Surabaya, Jawa Timur, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/asisten-direktur/7ee85cdb-43f4-49d1-b79f-58df49819823?utm_referrer=explore
Divistant Jobs,divistant,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Creative,N/A,https://glints.com/id/opportunities/jobs/divistant-jobs/425808a7-7836-4aa7-a7a5-6647844f006b?utm_referrer=explore
Host Leader,PT Sunstar Media Indonesia,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,"Rp1,5jt",https://glints.com/id/opportunities/jobs/host-leader/c25b5ed7-7464-41d1-b64c-28ffc732c958?utm_referrer=explore
Host Live Streaming / Livestreamer,Bells and Frills,"Tambora, Jakarta Barat, DKI Jakarta, Indonesia",Kurang dari setahun,"Rp3,2jt-Rp4jt",https://glints.com/id/opportunities/jobs/host-live-streaming-livestreamer/c249e69d-12de-4303-ae00-1423a216d080?utm_referrer=explore
Host Live Streaming / Livestreamer Hijab Fashion,Bells and Frills,"Tambora, Jakarta Barat, DKI Jakarta, Indonesia",Minimal SMA/SMK,"Rp3,2jt-Rp3,2jt",https://glints.com/id/opportunities/jobs/host-live-streaming-livestreamer-hijab-fashion/60c31455-6508-4e74-a213-473000a26818?utm_referrer=explore
Host Live & Talent,MUSHA,"Gubeng, Surabaya, Jawa Timur, Indonesia",Leadership,"Rp4,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/host-live-and-talent/8b3932f8-97c9-4b6d-b690-4231987163cc?utm_referrer=explore
Host Live Streaming / Livestreamer,Bells and Frills,"Tambora, Jakarta Barat, DKI Jakarta, Indonesia",Good Communication Skills,"Rp2,5jt",https://glints.com/id/opportunities/jobs/host-live-streaming-livestreamer/883dd162-7bfb-40be-94b9-08f7f6865550?utm_referrer=explore
Content Creator,PT Karya Laili Mendunia,"Wiyung, Surabaya, Jawa Timur, Indonesia",+1,"Rp1,5jt-Rp2jt",https://glints.com/id/opportunities/jobs/content-creator/42f067c1-8518-4490-b479-d0e6aec9a92f?utm_referrer=explore
Pengajar Sejarah,Brain Academy Lamongan ,"Lamongan, Lamongan, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/pengajar-sejarah/4f755b0d-2cc7-4731-90ab-b1e8c440606f?utm_referrer=explore
Pengajar Fisika,Brain Academy Lamongan ,"Lamongan, Lamongan, Jawa Timur, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/pengajar-fisika/5b4efedd-549f-4bae-b573-9b727c91ff63?utm_referrer=explore
Video Editor Internship,Virallo.id,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/video-editor-internship/2f6682f7-d92b-464c-9d17-208520f6ba77?utm_referrer=explore
Admin Tax,MIRALAND,"Kuta Selatan, Badung, Bali, Indonesia",Host Live Steam,N/A,https://glints.com/id/opportunities/jobs/admin-tax/5a927985-c35a-470e-a962-c6fca53c9ed7?utm_referrer=explore
Petugas Keamanan/Satpam,MIRALAND,"Kuta Selatan, Badung, Bali, Indonesia",+5,N/A,https://glints.com/id/opportunities/jobs/petugas-keamanan-satpam/af77f9a4-ec31-4691-8787-6253ea276f5c?utm_referrer=explore
Condition Moitoring,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/condition-moitoring/e8ac52bc-17af-44e9-ad17-fc1e10f75ade?utm_referrer=explore
Supervisor Maintenance,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/supervisor-maintenance/04e17618-7625-4a90-9064-cd3c63b71f1e?utm_referrer=explore
Planner Maintenance,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/planner-maintenance/d2349046-7a9e-4d54-b845-b240e0f00a0c?utm_referrer=explore
Foreman Operation,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Host Live Steam,N/A,https://glints.com/id/opportunities/jobs/foreman-operation/49f6c320-8859-476e-ba4a-ccf5a63820c7?utm_referrer=explore
Frontliner Trainee,Villa Kayu Raja,"Kuta, Badung, Bali, Indonesia",+5,N/A,https://glints.com/id/opportunities/jobs/frontliner-trainee/dc303994-e3b8-402b-b28b-6741d36e6ee5?utm_referrer=explore
Sales & Marketing Trainee,Villa Kayu Raja,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/sales-and-marketing-trainee/0174c337-082c-4cda-b437-188d360dae17?utm_referrer=explore
F&B Service Trainee,Villa Kayu Raja,"Kuta, Badung, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/f-and-b-service-trainee/870214d1-c939-48e2-9c09-41f86914c3f3?utm_referrer=explore
Housekeeping Trainee,Villa Kayu Raja,"Kuta, Badung, Bali, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/housekeeping-trainee/66db4d65-fa5e-4d78-b9aa-72a569a51a16?utm_referrer=explore
GUEST RELATION OFFICER TRAINEE,Villa Kayu Raja,"Kuta, Badung, Bali, Indonesia",bekerjasama dalam tim,N/A,https://glints.com/id/opportunities/jobs/guest-relation-officer-trainee/667e7f5d-3117-4ed9-a918-594fff4efb5f?utm_referrer=explore
Staff Marketing,PT Gemilang Investa Pratama,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",+3,N/A,https://glints.com/id/opportunities/jobs/staff-marketing/66884995-9388-4624-bf28-b54ae27b2251?utm_referrer=explore
Supervisor Operation,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/supervisor-operation/d0903e9d-1eb5-4cc3-bd16-71baf49c8714?utm_referrer=explore
Audio Technician,PT. Meiloon Teknologi Indonesia,"Pagaden, Subang, Jawa Barat, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/audio-technician/e00bdc26-1e5d-4f27-a5ea-bf1546dcb3d8?utm_referrer=explore
Sales Field,VDENMENV TOPTEN INDONESIA,"Pademangan, Jakarta Utara, DKI Jakarta, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/sales-field/b3def9a6-94d7-4cf2-8d77-f78d5acd9e4d?utm_referrer=explore
Sales Promotion Girl,PT. Putra Windu Trijaya Grup of Wiraland,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Host Live Steam,N/A,https://glints.com/id/opportunities/jobs/sales-promotion-girl/824161fe-5392-4bf1-af68-1cf3c3f05ddd?utm_referrer=explore
Sales Promotion Girl,PT. Anugrah Indo Distribusi,"Medan Kota, Medan, Sumatera Utara, Indonesia",+5,N/A,https://glints.com/id/opportunities/jobs/sales-promotion-girl/8973321d-0034-4f36-bcf1-73ab2e2eec14?utm_referrer=explore
Teacher Assistant Intern (Bogor),PT. Koding Next Indonesia,"Bogor Barat, Bogor, Jawa Barat, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/teacher-assistant-intern-bogor/bca70a89-a699-4961-83ba-3a8016ca7f55?utm_referrer=explore
Promotor Elektronik,PT infomedia Solusi Humanika,"Kebomas, Gresik, Jawa Timur, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/promotor-elektronik/26d0bcc9-ac73-4841-9f56-93459003e552?utm_referrer=explore
FB Service (Intership),Tropical Group Bali,"Kuta, Badung, Bali, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/fb-service-intership/8e37f56d-5d78-47b3-a59b-f9df70eb7d1a?utm_referrer=explore
FB Product (Intership),Tropical Group Bali,"Kuta, Badung, Bali, Indonesia",Photo & Video Editing,N/A,https://glints.com/id/opportunities/jobs/fb-product-intership/ff36fde0-f4ed-4262-9a81-9328b2c803e0?utm_referrer=explore
Housekeeping (Intership),Tropical Group Bali,"Kuta, Badung, Bali, Indonesia",Magang,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/housekeeping-intership/f3720ad2-5494-4c89-955e-40a42e2990ef?utm_referrer=explore
Front Office (Intership),Tropical Group Bali,"Kuta, Badung, Bali, Indonesia",Kurang dari setahun,Rp1jt-Rp2jt,https://glints.com/id/opportunities/jobs/front-office-intership/d94225d4-1a7e-46de-8b3a-6f53ea798057?utm_referrer=explore
National Fleet Sales 4W,PT Speedwork Solusi Utama,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Minimal SMA/SMK,"Rp2,5jt-Rp2,6jt",https://glints.com/id/opportunities/jobs/national-fleet-sales-4w/7c9dc213-dfcb-49f1-821b-47988a2567cf?utm_referrer=explore
Retention and Winback,MyRepublic Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Housekeeping,"Rp2,5jt-Rp4jt",https://glints.com/id/opportunities/jobs/retention-and-winback/c1b1207f-6e5d-4108-9de0-3109d7cd062e?utm_referrer=explore
Dokter [Medical Operation],PT. Inti Buana Kesehatan Nawasena (Healthpro),"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Intership,"Rp2,8jt-Rp2,8jt",https://glints.com/id/opportunities/jobs/dokter-medical-operation/0aa4cbfd-9364-43d5-9c36-528b44804071?utm_referrer=explore
Guru Bahasa Inggris,Bimbingan dan Konsultasi Belajar Nurul Fikri,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",+1,"Rp2,9jt-Rp3jt",https://glints.com/id/opportunities/jobs/guru-bahasa-inggris/71faa719-01ef-4a80-a166-32f64e9aab77?utm_referrer=explore
Marketing Wilayah Samarinda,PT Raja Cepat Nusantara,"Kesambi, Cirebon, Jawa Barat, Indonesia",Magang,"Rp3,7jt-Rp3,7jt",https://glints.com/id/opportunities/jobs/marketing-wilayah-samarinda/0b0ece40-9105-4955-bcd7-6f6a99760ae9?utm_referrer=explore
Peneliti,PT. SCRIPTIVA RESEARCH INDONESIA,"Kemantren Tegalrejo, Yogyakarta, DI Yogyakarta, Indonesia",Kurang dari setahun,"Rp3,6jt-Rp3,7jt",https://glints.com/id/opportunities/jobs/peneliti/cb216652-6a69-4eec-94da-309be0b6bfb4?utm_referrer=explore
Marketing Wilayah Padang,PT Raja Cepat Nusantara,"Padang Utara, Padang, Sumatera Barat, Indonesia",Minimal SMA/SMK,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/marketing-wilayah-padang/c1c4e184-406b-499e-ab7f-a6d570abe62e?utm_referrer=explore
Marketing Wilayah Lampung,PT Raja Cepat Nusantara,"Sukabumi, Bandar Lampung, Lampung, Indonesia",Intership,"Rp1,8jt-Rp2jt",https://glints.com/id/opportunities/jobs/marketing-wilayah-lampung/1bd54140-d28a-47c9-b166-748d800e1beb?utm_referrer=explore
Marketing Wilayah Medan,PT Raja Cepat Nusantara,"Medan Amplas, Medan, Sumatera Utara, Indonesia",Front Office,"Rp2,4jt-Rp5jt",https://glints.com/id/opportunities/jobs/marketing-wilayah-medan/76f2381e-ae64-4678-8934-1a945d353c16?utm_referrer=explore
Marketing Wilayah Aceh,PT Raja Cepat Nusantara,"Kuta Alam, Banda Aceh, Nanggroe Aceh Darussalam, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/marketing-wilayah-aceh/fbc10453-8c1a-4d3b-8c89-523d796adebe?utm_referrer=explore
Videographer and Editor (Paid Internship),Pnd Ice Making System,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Kontrak,N/A,https://glints.com/id/opportunities/jobs/videographer-and-editor-paid-internship/e1b7c483-79b0-4a95-91d6-50f27acf9e84?utm_referrer=explore
Digital Marketing,PT. Indomodal Kreasi Indonesia,"Sukmajaya, Depok, Jawa Barat, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/digital-marketing/7100282c-a0e5-46fa-8c39-b203e9c89947?utm_referrer=explore
Host Live,Substories,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/host-live/e143b215-88ad-418f-8548-d6fe8570bb65?utm_referrer=explore
Tutor/Guru Kimia,DBB Course,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Sales and Marketing,N/A,https://glints.com/id/opportunities/jobs/tutor-guru-kimia/75478925-a3df-49a2-84c3-b39e4050f834?utm_referrer=explore
Tutor/Guru Fisika,DBB Course,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",+5,N/A,https://glints.com/id/opportunities/jobs/tutor-guru-fisika/c127c973-0489-42d8-b9a9-cc13bda157b6?utm_referrer=explore
Beautician,Marthalia Skincare,"Denpasar Selatan, Badung, Bali, Indonesia",Harian,N/A,https://glints.com/id/opportunities/jobs/beautician/9b0fedb5-90a3-4b3f-b60f-79654d096397?utm_referrer=explore
Analyst,Pt Cognos Cendekia Global,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/analyst/14cee420-b49c-496a-81c1-76de8bd81acc?utm_referrer=explore
Desainer Grafis Instagram,Bikinidcard,"Kapanewon Sewon, Bantul, DI Yogyakarta, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/desainer-grafis-instagram/f0579b24-4574-43aa-b011-348b27d78ba0?utm_referrer=explore
Tenaga Produksi,CV. Biru Laut Abadi (Pia Agung Bali) ,"Kuta, Badung, Bali, Indonesia",Berkomunikasi Dengan Baik,N/A,https://glints.com/id/opportunities/jobs/tenaga-produksi/f9837862-2144-4c79-8935-6001c3ee9269?utm_referrer=explore
Frontliner Cashier,CV. Biru Laut Abadi (Pia Agung Bali) ,"Kuta, Badung, Bali, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/frontliner-cashier/24eedd5d-554a-4428-9679-a2c129b06daa?utm_referrer=explore
Admin Outlet,CV. Biru Laut Abadi (Pia Agung Bali) ,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/admin-outlet/fe881f6f-679a-4001-aaa9-e586956e121d?utm_referrer=explore
Frontliner Bazar Specialist,CV. Biru Laut Abadi (Pia Agung Bali) ,"Kuta, Badung, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/frontliner-bazar-specialist/f24dd2f6-1016-49f0-af2e-3024cc604523?utm_referrer=explore
Driver Online,Bluebird Group Pool Kramat Jati,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/driver-online/1b0f3157-c8d2-426a-b0a2-0dd444cc306c?utm_referrer=explore
Finance Accounting & Tax Intern,Geekgarden,"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia",Medical Education,N/A,https://glints.com/id/opportunities/jobs/finance-accounting-and-tax-intern/ba47b15f-5b64-4e86-bc85-23b889a3ab95?utm_referrer=explore
Accounting,Bali Beach Glamping,"Tabanan, Tabanan, Bali, Indonesia",+4,N/A,https://glints.com/id/opportunities/jobs/accounting/7a064252-e020-4748-b705-93a7e89ba7e4?utm_referrer=explore
Sales motoris,PT HALAWA BINTANG UTAMA ,"Dau, Malang, Jawa Timur, Indonesia",Paruh Waktu,N/A,https://glints.com/id/opportunities/jobs/sales-motoris/d32d73f6-4e01-4928-b6b1-341ed8a37448?utm_referrer=explore
Sales Admin Perusahaan Kaca,PT. JATILUHUR INDOGLASS MANDIRI,"Pademangan, Jakarta Utara, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/sales-admin-perusahaan-kaca/9490ea66-3704-4725-ab94-4c0ec061911a?utm_referrer=explore
Sales Promotor Polytron Tabanan,Recruitfirst Indonesia (Bali),"Tabanan, Tabanan, Bali, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/sales-promotor-polytron-tabanan/ffcd5b3a-e057-4868-bee6-d9ca997aa4a7?utm_referrer=explore
Sales Promotor Polytron Denpasar,Recruitfirst Indonesia (Bali),"Denpasar Utara, Denpasar, Bali, Indonesia",Penuh Waktu,"Rp1,5jt-Rp2jt",https://glints.com/id/opportunities/jobs/sales-promotor-polytron-denpasar/d36e532c-aee2-4168-8b81-ca11fc5c170a?utm_referrer=explore
Admin CPC,PT Tunas Artha Gardatama Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Kurang dari setahun,"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/admin-cpc/ba9fb632-b3df-4130-8be5-fe387944875c?utm_referrer=explore
Pengajar Keperawatan,Lpk Wiwitan Baru,"Kuta Selatan, Badung, Bali, Indonesia",Minimal SMA/SMK,Rp1jt-Rp2jt,https://glints.com/id/opportunities/jobs/pengajar-keperawatan/0f1d5dfc-d8b9-4629-9304-3e022f3e14e9?utm_referrer=explore
Host Live Streaming,PT Sistem Manajemen Dewarangga,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/host-live-streaming/eb382762-24d2-451c-ba7b-5afc313f9bb9?utm_referrer=explore
Sales Executive,PT Salesworks Group Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",+2,"Rp2jt-Rp2,1jt",https://glints.com/id/opportunities/jobs/sales-executive/fc3c00a2-462c-4b6f-8537-e2682c7c14fc?utm_referrer=explore
Sales Engineer,CV. Semangat Sejahtera,"Bungah, Gresik, Jawa Timur, Indonesia",Penuh Waktu,"Rp2,8jt-Rp3,1jt",https://glints.com/id/opportunities/jobs/sales-engineer/e2f5a1e4-f4f3-4616-8956-ecec26df9dfb?utm_referrer=explore
Sales EXECUTIVE Otomotif (DAIHATSU),PT ASCO PRIMA MOBILINDO,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,"Rp2,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/sales-executive-otomotif-daihatsu/ff8f7b60-4da9-41fb-8063-aa38a10e52a7?utm_referrer=explore
Interior Designer/Desainer Interior,Keranji Creative,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Minimal Diploma (D1 - D4),"Rp1,5jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/interior-designer-desainer-interior/eed5b94d-9a0c-4a8b-8cee-4f49b068f406?utm_referrer=explore
KOL Specialist Internship,Little Palmerhaus,"Karawaci, Tangerang, Banten, Indonesia",Komputer Ms Office,N/A,https://glints.com/id/opportunities/jobs/kol-specialist-internship/0f957653-de2d-491b-92fa-09f9dcedb832?utm_referrer=explore
Marketing,Gayatri Microfinance Bali,"Tabanan, Tabanan, Bali, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/marketing/0ef2c030-f4cb-4775-b7f2-c1bcade1fc0f?utm_referrer=explore
Marketing,Gayatri Microfinance Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Paruh Waktu,N/A,https://glints.com/id/opportunities/jobs/marketing/113b95d3-bacd-4da2-96d7-5af6a2665074?utm_referrer=explore
Content Marketing Internship,Polygon Bikes,"Buduran, Sidoarjo, Jawa Timur, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/content-marketing-internship/80ca6aa3-074c-4258-9561-5b79cac7e7e5?utm_referrer=explore
